uniprot_id,gene,description,verdict,reason,contaminant,in_rbc,secretome,blood_conc,ery,myo,blood_cor
P08758,ANXA5,Annexin A5,keep,keep,FALSE,TRUE,NA,5400000,7.6,17.4,0.09596178897090751
P08779,KRT16,"Keratin, type I cytoskeletal 16",remove: keratin,cRAP dust/contact,TRUE,TRUE,NA,950000000,0,0,NA
P08865,RPSA,40S ribosomal protein SA,keep,keep,FALSE,TRUE,NA,750000,181.1,40.1,0.036077705827937095
P08962,CD63,CD63 antigen,keep,keep,FALSE,TRUE,Intracellular and membrane,NA,16.1,16,0.09250136836343732
P09104,ENO2,Gamma-enolase,keep,keep,FALSE,TRUE,NA,47000000,0.1,0.5,-0.077181936604429
P09105,HBQ1,Hemoglobin subunit theta-1,remove: globin,red-cell carryover,TRUE,TRUE,NA,120000,221.7,0,0.6416361416361415
P09110,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",keep,keep,FALSE,FALSE,NA,2300000,2.7,19.5,-0.3233449477351917
P09211,GSTP1,Glutathione S-transferase P,keep,keep,FALSE,TRUE,NA,40000000,24.5,10.7,0.04667824576639166
P09382,LGALS1,Galectin-1,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,14000000,11,7.2,-0.01302648719062093
P09417,QDPR,Dihydropteridine reductase,keep,keep,FALSE,TRUE,NA,2500000,1.7,32.2,0.04895788102475033
P09429,HMGB1,High mobility group protein B1,keep: rescued (muscle-expressed),keep: rescued (muscle-expressed),FALSE,TRUE,Secreted to blood,1500000,136.6,362.3,0.09401017576318224
P09455,RBP1,Retinol-binding protein 1,keep,keep,FALSE,FALSE,NA,19000,0,1.9,NA
P09467,FBP1,"Fructose-1,6-bisphosphatase 1",keep,keep,FALSE,FALSE,NA,18000000,1.7,0.2,0.16361393771199506
P09488,GSTM1,Glutathione S-transferase Mu 1,keep,keep,FALSE,TRUE,NA,NA,0,0.1,0.10246652572233968
P09493,TPM1,Tropomyosin alpha-1 chain,keep,keep,FALSE,TRUE,NA,130000000,15.8,287.5,0.14698219713417282
P09497,CLTB,Clathrin light chain B,keep,keep,FALSE,TRUE,NA,12000,13.7,41,0.22617302052785923
P09525,ANXA4,Annexin A4,keep,keep,FALSE,TRUE,NA,820000,1.8,176.5,0.14144594007815892
P09543,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",keep,keep,FALSE,TRUE,NA,38000,4.9,6.1,NA
P09601,HMOX1,Heme oxygenase 1,keep,keep,FALSE,TRUE,NA,58000,5.8,6.3,NA
P09622,DLD,"Dihydrolipoyl dehydrogenase, mitochondrial",keep,keep,FALSE,TRUE,NA,8900000,3.7,65.5,-0.05623100303951368
P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,keep,keep,FALSE,TRUE,NA,4600000,34,17.4,0.2119642306506321
P09669,COX6C,Cytochrome c oxidase subunit 6C,keep,keep,FALSE,TRUE,NA,67000,31.8,58.2,-0.05807642205818497
P09871,C1S,Complement C1s subcomponent,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,27000000000,0.3,89,0.33214285714285713
P09874,PARP1,Poly [ADP-ribose] polymerase 1,keep,keep,FALSE,TRUE,NA,120000,9.4,23.9,-0.03506493506493507
P09936,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,keep,keep,FALSE,TRUE,NA,80000,0,1,-0.12809379070777246
P09960,LTA4H,Leukotriene A-4 hydrolase,keep,keep,FALSE,TRUE,NA,62000000,4.2,18.3,0.2042987407729049
P09972,ALDOC,Fructose-bisphosphate aldolase C,keep,keep,FALSE,TRUE,NA,56000000,0,0,-0.04764107308048104
P0C0L4,C4A,Complement C4-A,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,230000000000,0,0,NA
P0C0L5,C4B,Complement C4-B,remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,Secreted to blood,230000000000,0,0,0.5897742075553626
P0CG29,GSTT2,Glutathione S-transferase theta-2,keep,keep,FALSE,FALSE,NA,NA,NA,NA,0.4453201970443349
P0CG38,POTEI,POTE ankyrin domain family member I,keep,keep,FALSE,TRUE,NA,810000000,0,0,0.12171549380851707
P0CW19,LIMS3,LIM and senescent cell antigen-like-containing domain protein 3,keep,keep,FALSE,FALSE,NA,NA,0,0,-0.11033724340175953
P0DJI8,SAA1,Serum amyloid A-1 protein,remove: plasma,remove: plasma,TRUE,FALSE,Secreted to blood,10000000000,0,1.2,NA
P0DMV8,HSPA1A,Heat shock 70 kDa protein 1A,keep,keep,FALSE,TRUE,Intracellular and membrane,100000000,0.3,0,0.14947894051237515
P0DOY2,IGLC2,Immunoglobulin lambda constant 2,remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,Immunoglobulin genes,NA,2864.8,0,0.6189752496743378
P0DP23,CALM1,Calmodulin-1,keep,keep,FALSE,TRUE,NA,67000000,33.9,132.7,0.1969170646982197
P0DPH7,TUBA3C,Tubulin alpha-3C chain,keep,keep,FALSE,FALSE,NA,NA,0,0,-0.09930313588850176
P10155,RO60,60 kDa SS-A/Ro ribonucleoprotein,keep,keep,FALSE,TRUE,NA,65000,17.4,71.2,-0.22119658119658117
P10253,GAA,Lysosomal alpha-glucosidase,keep,keep,FALSE,FALSE,NA,5200000,0.4,23.3,-0.14074297795228027
P10301,RRAS,Ras-related protein R-Ras,keep,keep,FALSE,TRUE,NA,150000,0.2,1.1,0.07924761023743447
P10321,HLA-C,"HLA class I histocompatibility antigen, C alpha chain",keep,keep,FALSE,TRUE,Intracellular and membrane,80000000,3.3,0.1,-0.18928571428571425
P10412,H1-4,Histone H1.4,keep,keep,FALSE,FALSE,NA,24000000,56.5,1.8,0.374294398610508
P10515,DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",keep,keep,FALSE,TRUE,NA,16000,1.5,75.1,-0.18931828050369082
P10599,TXN,Thioredoxin,keep,keep,FALSE,TRUE,Intracellular and membrane,33000000,56.7,9.6,0.28321754233608337
P10606,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",keep,keep,FALSE,TRUE,NA,370000,47.5,56.8,-0.13417281806339557
P10620,MGST1,Microsomal glutathione S-transferase 1,keep,keep,FALSE,TRUE,NA,34000,4,2,NA
P10636,MAPT,Microtubule-associated protein tau,keep: rescued (muscle-expressed),keep: rescued (muscle-expressed),FALSE,FALSE,Secreted to blood,82000,0,23.4,-0.014003473729917499
P10643,C7,Complement component C7,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,18000000000,0,0.3,NA
P10644,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,keep,keep,FALSE,TRUE,NA,2100000,2.7,34.5,0.0467867998263135
P10768,ESD,S-formylglutathione hydrolase,keep,keep,FALSE,TRUE,NA,8100000,10.8,41,0.15892314372557534
P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",keep,keep,FALSE,TRUE,NA,66000000,18.9,71.8,-0.0018454190186712985
P10909,CLU,Clusterin,remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,Secreted to blood,48000000000,7.4,1.5,0.6600086843247938
P10916,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",keep,keep,FALSE,FALSE,NA,110000,0,879.8,0.1694528875379939
P11021,HSPA5,Endoplasmic reticulum chaperone BiP,keep,keep,FALSE,TRUE,Intracellular and membrane,540000000,21.8,20.4,0.06610942249240122
P11047,LAMC1,Laminin subunit gamma-1,keep,keep,FALSE,TRUE,Secreted to extracellular matrix,40000000,0,190.9,-0.17503217503217505
P11055,MYH3,Myosin-3,keep,keep,FALSE,TRUE,NA,6200000,0,50,-0.005405405405405406
P11142,HSPA8,Heat shock cognate 71 kDa protein,keep,keep,FALSE,TRUE,NA,210000000,51.2,22.4,0.23382544507164568
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,NA,2500000,196.8,0.1,0.47957839262187085
P11171,EPB41,Protein 4.1,remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,NA,7000000,447.9,294.9,0.48588709677419356
P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",keep,keep,FALSE,TRUE,NA,26000,4,17.3,-0.28115501519756836
P11182,DBT,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",keep,keep,FALSE,TRUE,NA,NA,1.5,55.7,-0.11733615221987316
P11215,ITGAM,Integrin alpha-M,keep,keep,FALSE,TRUE,NA,730000,13.5,1.9,NA
P11216,PYGB,"Glycogen phosphorylase, brain form",keep,keep,FALSE,TRUE,NA,7500000,1.9,7.9,-0.23219713417281806
P11217,PYGM,"Glycogen phosphorylase, muscle form",keep,keep,FALSE,FALSE,NA,6000000,0,357.6,-0.07870169344333477
P11233,RALA,Ras-related protein Ral-A,keep,keep,FALSE,TRUE,NA,NA,1.9,69.3,0.0372859025032938
P11234,RALB,Ras-related protein Ral-B,keep,keep,FALSE,TRUE,NA,130000,2.2,2,NA
P11277,SPTB,"Spectrin beta chain, erythrocytic",remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,NA,35000000,69.9,310.1,0.6419887103777682
P11279,LAMP1,Lysosome-associated membrane glycoprotein 1,keep,keep,FALSE,TRUE,NA,51000000,3,41,-0.043478260869565216
P11310,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",keep,keep,FALSE,TRUE,NA,480000,7.7,247.2,-0.13884064264003473
P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase,keep,keep,FALSE,TRUE,NA,4900000,12.3,2.7,NA
P11532,DMD,Dystrophin,keep,keep,FALSE,TRUE,NA,120000,0.2,14979.2,-0.03515263644773358
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",keep,keep,FALSE,TRUE,NA,1600000,0.8,80.8,-0.09020842379504994
P11766,ADH5,Alcohol dehydrogenase class-3,keep,keep,FALSE,TRUE,NA,5800000,2.1,19.6,-0.050416281221091576
P11940,PABPC1,Polyadenylate-binding protein 1,keep,keep,FALSE,TRUE,NA,2800000,157.6,86.1,0.13590968302214504
P12081,HARS1,"Histidine--tRNA ligase, cytoplasmic",keep,keep,FALSE,TRUE,NA,570000,9.2,40.7,0.16997885835095136
P12109,COL6A1,Collagen alpha-1(VI) chain,keep,keep,FALSE,FALSE,Secreted to extracellular matrix,68000000,0,7.8,0.0777619724988146
P12110,COL6A2,Collagen alpha-2(VI) chain,keep,keep,FALSE,FALSE,Secreted to extracellular matrix,8700000,0.2,0.7,0.2557997557997558
P12111,COL6A3,Collagen alpha-3(VI) chain,keep,keep,FALSE,FALSE,Secreted to extracellular matrix,370000000,0,1.3,0.08516805427073697
P12235,SLC25A4,ADP/ATP translocase 1,keep,keep,FALSE,TRUE,NA,650000,0.2,362.7,-0.27996092053842814
P12236,SLC25A6,ADP/ATP translocase 3,keep,keep,FALSE,TRUE,NA,870000,38.7,14.1,-0.0644811115935736
P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2,keep,keep,FALSE,FALSE,NA,290000,1.5,0.8,0.17183163737280294
P12277,CKB,Creatine kinase B-type,keep,keep,FALSE,FALSE,NA,22000000,0,7.1,-0.11430742509769866
P12429,ANXA3,Annexin A3,keep,keep,FALSE,TRUE,NA,5000000,3.8,0.4,0.24989429175475686
P12532,CKMT1A,"Creatine kinase U-type, mitochondrial",keep,keep,FALSE,FALSE,Intracellular and membrane,1100000,0,0,-0.2998263135041251
P12694,BCKDHA,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",keep,keep,FALSE,FALSE,NA,9700,0,0.6,-0.20122230710466002
P12724,RNASE3,Eosinophil cationic protein,remove: plasma,remove: plasma,TRUE,FALSE,Secreted to blood,69000,0,0,NA
P12814,ACTN1,Alpha-actinin-1,keep,keep,FALSE,TRUE,NA,320000000,4.6,3.2,0.06437255753365176
P12829,MYL4,Myosin light chain 4,keep,keep,FALSE,TRUE,NA,250000,111.9,0.1,0.25832562442183166
P12882,MYH1,Myosin-1,keep,keep,FALSE,FALSE,NA,17000000,0,706.2,0.24674337820234477
P12883,MYH7,Myosin-7,keep,keep,FALSE,FALSE,NA,14000000,0,1585.1,0.2019105514546244
P12955,PEPD,Xaa-Pro dipeptidase,keep,keep,FALSE,TRUE,NA,250000000,2.2,28.5,0.17290848686197524
P12956,XRCC6,X-ray repair cross-complementing protein 6,keep,keep,FALSE,TRUE,NA,1600000,12.8,81.9,0.1680161943319838
P13010,XRCC5,X-ray repair cross-complementing protein 5,keep,keep,FALSE,TRUE,NA,2600000,38.9,115.4,0.23662714097496704
P13073,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",keep,keep,FALSE,TRUE,NA,46000,54.2,43.1,-0.02409900130264872
P13164,IFITM1,Interferon-induced transmembrane protein 1,keep,keep,FALSE,TRUE,NA,NA,1.7,0,0.3142857142857143
P13473,LAMP2,Lysosome-associated membrane glycoprotein 2,keep,keep,FALSE,TRUE,NA,37000000,7.6,126.7,-0.023114869626497534
P13489,RNH1,Ribonuclease inhibitor,keep,keep,FALSE,TRUE,NA,19000000,3.6,1.6,0.35942249240121577
P13533,MYH6,Myosin-6,keep,keep,FALSE,FALSE,NA,9100000,0,50.8,0.0886504799548278
P13535,MYH8,Myosin-8,keep,keep,FALSE,FALSE,NA,11000000,0,16.5,0.23820986978881714
P13611,VCAN,Versican core protein,remove: plasma,remove: plasma,TRUE,FALSE,Secreted to blood,39000000,11.3,0.6,NA
P13637,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3,keep,keep,FALSE,FALSE,NA,580000,0,0,-0.25121951219512206
P13639,EEF2,Elongation factor 2,keep,keep,FALSE,TRUE,NA,25000000,79.2,16.8,0.14025184541901867
P13645,KRT10,"Keratin, type I cytoskeletal 10",remove: keratin,cRAP dust/contact; type-I partner of KRT1,TRUE,TRUE,Secreted in other tissues,8100000000,12.5,6.6,0.05753365175857577
P13647,KRT5,"Keratin, type II cytoskeletal 5",remove: keratin,cRAP dust/contact; basal epidermal,TRUE,TRUE,NA,1300000000,0,0,NA
P13667,PDIA4,Protein disulfide-isomerase A4,keep,keep,FALSE,TRUE,Intracellular and membrane,24000000,0.4,3.6,0.19775910364145663
P13671,C6,Complement component C6,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,17000000000,0,1,0.3890608875128999
P13693,TPT1,Translationally-controlled tumor protein,keep,keep,FALSE,TRUE,NA,2900000,1110.5,103.2,-0.06784628745115066
P13716,ALAD,Delta-aminolevulinic acid dehydratase,remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,NA,17000000,39.6,7.2,0.6246200607902735
P13796,LCP1,Plastin-2,keep,keep,FALSE,TRUE,NA,770000000,19.4,0.6,0.43327526132404187
P13797,PLS3,Plastin-3,keep,keep,FALSE,FALSE,NA,88000000,0,73.7,-0.2670731707317074
P13798,APEH,Acylamino-acid-releasing enzyme,keep,keep,FALSE,TRUE,NA,7900000,8.1,2.4,0.3323925314806774
P13804,ETFA,"Electron transfer flavoprotein subunit alpha, mitochondrial",keep,keep,FALSE,TRUE,NA,450000,27.9,236.4,-0.05796786799826314
P13805,TNNT1,"Troponin T, slow skeletal muscle",keep,keep,FALSE,FALSE,NA,890000,0.2,2183.9,0.07935301780286583
P13807,GYS1,"Glycogen [starch] synthase, muscle",keep,keep,FALSE,TRUE,NA,38000,5.9,323.3,-0.03875379939209727
P13861,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit,keep,keep,FALSE,TRUE,NA,72000,4.3,322.7,0.19594007815892314
P13929,ENO3,Beta-enolase,keep,keep,FALSE,TRUE,NA,65000000,8.3,163.8,0.040708877264157305
P13987,CD59,CD59 glycoprotein,keep,keep,FALSE,TRUE,Intracellular and membrane,33000000,1.9,19.3,0.23860342555994724
P14174,MIF,Macrophage migration inhibitory factor,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,2500000,5.2,0.1,0.16923577941815024
P14314,PRKCSH,Glucosidase 2 subunit beta,keep,keep,FALSE,TRUE,Intracellular and membrane,37000000,3.5,6.2,-0.1114400246685168
P14324,FDPS,Farnesyl pyrophosphate synthase,keep,keep,FALSE,TRUE,NA,3900000,16.9,52.7,0.2022201665124884
P14406,COX7A2,"Cytochrome c oxidase subunit 7A2, mitochondrial",keep,keep,FALSE,TRUE,NA,380000,36.5,34.3,-0.2681285280069475
P14543,NID1,Nidogen-1,keep,keep,FALSE,TRUE,Secreted to extracellular matrix,180000000,0.2,0.7,-0.12481203007518797
P14550,AKR1A1,Aldo-keto reductase family 1 member A1,keep,keep,FALSE,TRUE,NA,5800000,2.2,17.6,0.004125054277029961
P14598,NCF1,Neutrophil cytosol factor 1,keep,keep,FALSE,TRUE,NA,55000,0.3,0.5,NA
P14618,PKM,Pyruvate kinase PKM,keep,keep,FALSE,TRUE,NA,260000000,8.6,148.1,-0.12494572297003909
P14621,ACYP2,Acylphosphatase-2,keep,keep,FALSE,TRUE,NA,9800,1.7,1235.5,0.2280720798957881
P14625,HSP90B1,Endoplasmin,keep,keep,FALSE,TRUE,Intracellular and membrane,210000000,23.4,26.4,0.1884498480243161
P14649,MYL6B,Myosin light chain 6B,keep,keep,FALSE,FALSE,NA,13000000,3.3,126.4,0.24965309898242366
P14678,SNRPB,Small nuclear ribonucleoprotein-associated proteins B and B',keep,keep,FALSE,FALSE,NA,NA,37.3,7.7,0.2060117302052786
P14735,IDE,Insulin-degrading enzyme,keep,keep,FALSE,TRUE,Secreted in other tissues,330000,9.4,141.4,-0.11014492753623187
P14780,MMP9,Matrix metalloproteinase-9,remove: plasma,remove: plasma,TRUE,FALSE,Secreted to blood,65000000,13.9,0,NA
P14854,COX6B1,Cytochrome c oxidase subunit 6B1,keep,keep,FALSE,TRUE,NA,75000,62.1,40.9,-0.1502081406105458
P14866,HNRNPL,Heterogeneous nuclear ribonucleoprotein L,keep,keep,FALSE,TRUE,NA,10000000,5.1,2.3,0.2485470085470085
P14868,DARS1,"Aspartate--tRNA ligase, cytoplasmic",keep,keep,FALSE,TRUE,NA,250000,8,94.1,0.05015197568389058
P14923,JUP,Junction plakoglobin,keep,keep,FALSE,TRUE,NA,61000000,0.2,50.4,-0.07394957983193279
P14927,UQCRB,Cytochrome b-c1 complex subunit 7,keep,keep,FALSE,TRUE,NA,11000,67.1,30.1,-0.04287885366912722
P15088,CPA3,Mast cell carboxypeptidase A,remove: plasma,remove: plasma,TRUE,FALSE,Secreted to blood,1400000,0,1.1,-0.04547038327526134
P15090,FABP4,"Fatty acid-binding protein, adipocyte",keep,keep,FALSE,FALSE,NA,19000000,0.3,1.6,0.0930308293530178
P15104,GLUL,Glutamine synthetase,keep,keep,FALSE,TRUE,NA,120000,123,61.8,0.1290075500601816
P15121,AKR1B1,Aldo-keto reductase family 1 member B1,keep,keep,FALSE,TRUE,NA,1600000,0.3,9,0.088797221016066
P15153,RAC2,Ras-related C3 botulinum toxin substrate 2,keep,keep,FALSE,TRUE,NA,4400000,6.7,0.3,NA
P15170,GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,keep,keep,FALSE,TRUE,NA,240000,317.5,107.8,-0.12450592885375492
P15259,PGAM2,Phosphoglycerate mutase 2,keep,keep,FALSE,FALSE,NA,16000000,1.5,65.1,0.08662613981762918
P15311,EZR,Ezrin,keep,keep,FALSE,TRUE,NA,33000000,14.1,11,0.28957264957264955
P15374,UCHL3,Ubiquitin carboxyl-terminal hydrolase isozyme L3,keep,keep,FALSE,TRUE,NA,670000,0.1,1.6,0.002890841813135985
P15531,NME1,Nucleoside diphosphate kinase A,keep,keep,FALSE,TRUE,NA,15000000,0.4,0.1,0.3378970089423373
P15586,GNS,N-acetylglucosamine-6-sulfatase,keep,keep,FALSE,TRUE,Intracellular and membrane,1300000,2.3,37.2,NA
P15880,RPS2,40S ribosomal protein S2,keep,keep,FALSE,TRUE,NA,580000,424.8,23.7,-0.015848892748588795
P15924,DSP,Desmoplakin,remove: keratin,desmoplakin; skin desmosome,TRUE,TRUE,NA,130000000,0,0,NA
P15927,RPA2,Replication protein A 32 kDa subunit,keep,keep,FALSE,TRUE,NA,33000,9.5,25.6,0.09435483870967742
P15954,COX7C,"Cytochrome c oxidase subunit 7C, mitochondrial",keep,keep,FALSE,TRUE,NA,NA,61.8,55,0.027898393399913155
P16070,CD44,CD44 antigen,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,200000000,26.2,15,NA
P16083,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],keep,keep,FALSE,TRUE,NA,4600000,6.5,76.2,-0.002801120448179272
P16118,PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",keep,keep,FALSE,FALSE,NA,NA,0,241.7,0.06846846846846848
P16152,CBR1,Carbonyl reductase [NADPH] 1,keep,keep,FALSE,TRUE,NA,4700000,0.8,5.3,-0.0541684759009987
P16157,ANK1,Ankyrin-1,remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,NA,19000000,183.4,311.2,0.6325161887141536
P16219,ACADS,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",keep,keep,FALSE,TRUE,NA,14000,8,27,-0.07273122014763352
P16284,PECAM1,Platelet endothelial cell adhesion molecule,keep,keep,FALSE,TRUE,NA,16000000,2.1,3.1,NA
P16298,PPP3CB,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,keep,keep,FALSE,TRUE,NA,NA,19.1,417.3,0.12673450508788156
P16401,H1-5,Histone H1.5,keep,keep,FALSE,FALSE,NA,9600000,95.9,0,0.7278195488721805
P16452,EPB42,Erythrocyte membrane protein band 4.2,remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,NA,840000,82.1,0,0.6557491289198607
P16615,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,keep,keep,FALSE,TRUE,NA,2900000,2.6,3843.3,0.10866261398176291
P16671,CD36,Platelet glycoprotein 4,keep,keep,FALSE,TRUE,NA,7200000,71,2064.8,0.024167437557816838
P16930,FAH,Fumarylacetoacetase,keep,keep,FALSE,TRUE,NA,54000000,2.6,13.3,0.053754940711462446
P16949,STMN1,Stathmin,keep,keep,FALSE,TRUE,NA,990000,22.4,1.3,NA
P16989,YBX3,Y-box-binding protein 3,keep,keep,FALSE,TRUE,NA,190000,972.6,379.1,0.1665219279201042
P17152,TMEM11,"Transmembrane protein 11, mitochondrial",keep,keep,FALSE,TRUE,NA,NA,11.8,21.6,-0.00971322849213691
P17174,GOT1,"Aspartate aminotransferase, cytoplasmic",keep,keep,FALSE,TRUE,NA,43000000,5.4,154.2,-0.036799826313504126
P17213,BPI,Bactericidal permeability-increasing protein,remove: plasma,remove: plasma,TRUE,FALSE,Secreted to blood,45000,3,0,NA
P17252,PRKCA,Protein kinase C alpha type,keep,keep,FALSE,TRUE,NA,170000,1.3,228,NA
P17540,CKMT2,"Creatine kinase S-type, mitochondrial",keep,keep,FALSE,FALSE,NA,1100000,0,640.5,-0.24576639166304817
P17568,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,keep,keep,FALSE,TRUE,NA,NA,34.4,18.3,-0.04537559704732957
P17612,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,keep,keep,FALSE,TRUE,NA,370000,1.5,0.3,-0.15501519756838908
P17655,CAPN2,Calpain-2 catalytic subunit,keep,keep,FALSE,TRUE,NA,2500000,1.1,46.5,-0.11806197964847363
P17661,DES,Desmin,keep,keep,FALSE,FALSE,NA,2300000,0,326.3,0.11343899261832392
P17812,CTPS1,CTP synthase 1,keep,keep,FALSE,TRUE,NA,100000,1.9,11.2,0.030000000000000002
P17858,PFKL,"ATP-dependent 6-phosphofructokinase, liver type",keep,keep,FALSE,TRUE,NA,740000,2.4,4.6,-0.10062961354754668
P17931,LGALS3,Galectin-3,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,1800000,173.4,2.4,-0.009320091673032849
P17980,PSMC3,26S proteasome regulatory subunit 6A,keep,keep,FALSE,TRUE,NA,280000,14.3,11.3,0.009878419452887538
P17987,TCP1,T-complex protein 1 subunit alpha,keep,keep,FALSE,TRUE,NA,3700000,25.1,16.6,0.2609639600521059
P18031,PTPN1,Tyrosine-protein phosphatase non-receptor type 1,keep,keep,FALSE,TRUE,NA,3500,6.5,75.5,-0.0015037593984962405
P18077,RPL35A,60S ribosomal protein L35a,keep,keep,FALSE,TRUE,NA,17000,310.1,11.1,0.36071428571428565
